SM,"I can not alone change much but hopefully my actions will inspire all the intelligent people of the world and start some sort of revolution against the current systems. The system discriminating naturality and justice, is my enemy. The people living in the world of delusion and supporting this system are my enemies. I am ready to die for a cause I know is right, just and true... even if I would lose or the battle would be only remembered as evil... I will rather fight and die than live a long and unhappy life. And remember that this is my war, my ideas and my plans. Don�t blame anyone else for my actions than myself. Don not blame my parents or my friends. I told nobody about my plans and I always kept them inside my mind only. Don�t blame the movies I see, the music I hear, the games I play or the books I read. No, they had nothing to do with this.",1
SM,"This is my war: one man war against humanity, governments and weak-minded masses of the world! No mercy for the scum of the earth! HUMANITY IS OVERRATED! It's time to put NATURAL SELECTION & SURVIVAL OF THE FITTEST back on tracks! Justice renders to everyone his due. Of all the lives in this world, apparently mine is the only one that�s meaningful. And that�s the truth . . . when you look at people today, you only see empty bodies, all dressed up and dolled up to the max but that is only the shell. Inside, it is empty. We only live to produce ourselves. We downright market ourselves. Every person wants to sell the product �I� as something wonderful, and because one person is dumber than the other, it works great. Whoever doesn�t want to go along with it, stands alone. I say: �Fuck you!�",1
SM,"Why do people have such a hard time taking things the way they are, I mean why don�t my parents, my aunt, or whoever else accept my Mohawk? Why do people not accept my appearance? They think to themselves: �Why can�t he run around normally?� But can you tell me what �normal� is? Is there a book or a homepage somewhere that commands you to act normal, including an explanation on what �normal� is? HARDLY LIKELY! SO, STOP WITH YOUR HARDCORE CONSERVATIVE Attitude and finally accept that: �Normal� is I! Everybody defines �normal� differently, everybody defines it for himself or herself! Is it too much to ask to be left alone? Are we condemned today, if we don�t want to know anything about anything, but rather want to live OUR lives? Yes! Because then the fucking cops come and bag you up! Own opinion . . . hasn�t been allowed anymore for a long time. Miserable state! Miserable planet! Miserable life! Shit! I feel as if I�m about to croak!",1
SM,"My heart hurts so terribly, that I am bent over because of the pain. Imagine you are in your old school, imagine the trench coat covers all your tools for justice, and then you throw the first Molotov cocktail, the first bomb. You are sending your most hated place to hell! We don�t live in a democracy! We are well on our way to a dictatorship! Except for the brown4 fools in Dresden, we are surrounded by fascist pigs every day! If you compare today�s apparatus of state with Hitlers, then you will notice very quickly, that what they want to sell as politics here is old soup in new cans. Let�s only look at the Nazis concentration camps . . . that is the same shit as prisons. Who ended up in the camps? The so-called political enemies. And who ends up in prisons today? The so-called political enemies!",2
SM,"You are already their enemy when you park in the wrong parking lot, then they force you to pay money. Shit! I am allowed to park where ever I want! Democracy = government of the people. Shit, can you tell me where people rule? Every 4 years maybe, when we have the choice between shit, shit, and real shit? This fascist country needs riots and street fights, until this miserable government is overthrown! And essentially what did the SS, the SA do back then? They locked up people when they were against the government. And the cops today? They do the same! And then there would still be our beloved school ... to be compared to the Hitler Youth. You undergo brain washing without noticing it. You are pounded with what is good and what is bad ... in their eyes. Whoever fights back, ends up in the concentration camp ... pardon, in the joint!",1
SM,"Probably the most reasonable boy that a shitty high school can offer ... pff ... ERIC HARRIS IS GOD! There is no doubt. It is scary how similar Eric was to me. Sometimes it seems as if I were to live his life again, as if everything would repeat itself. I am not a copy of REB, VoDKa, Steinh�user, Gill, Kinkel, Weise or anybody else! I am the advancement of REB! I learned from his mistakes, the bombs. I learned from his entire life. It doesn�t matter what you do in your life, everything is fading! RX!7 Even my attack on GSS is undone someday! I wish I could turn back this frigging time, and start from the beginning with the knowledge I have now. But even if I could, it wouldn�t change anything about the state and the government. I hate this damn country! I want to be free! �Death or freedom�",0
SM,"Today 1 kg of sulfur was bought, to produce gun powder In the following days, a 12 gauge shotgun, and a .45 pistol will be bought. Timed bombs are being built next week! Planned arsenal: .22, .45, 12 gauge shotgun, 15 pipe bombs, 2 or 3 of them are timed bombs, 10 Molotov cocktails, 10 smoke grenades, 1600 ml of pepper spray, 1 liter of formic acid 85%, machete, knives, Toufac CO2 pump gun and enough ammunition for the weapons! Perhaps still ammonium nitrate, I could get tons of this fucking stuff for free, but I don�t have the opportunity to experiment with it.",2
SM,"Before any one of you claims that I am Harris� or anybody else�s copycat, you should think about it for a moment: Is a priest in a small village only the pope�s �copycat�? No! Of course not! He believes in the same thing as the pope, but he doesn�t copy him. He looks at things the same. Like the fucking pope, he is part of a whole. Don�t you dare have any of these spiritual dick-faces open their mouths at my funeral! THERE IS NO FUCKING GOD But how was the world created ... I always thought that at one time or another, 2 substances, or more, mixed, and then, very slowly, one thing resulted from another. But I have absolutely no idea where the hell these 2 substances were supposed to have come from Right now I�m holding a 12 Gauge Alarm Patrone in my godly hands! It�s filled with circa 90 grain ass kickin� black powder, which I need for my muzzle loader guns.",2
SM,"On November 17, 20 or 21 I will blow up that fucking piece of shit school! This is a war. The whole World against RX! My weapons are: � .22 Single Shot rifle sawed off 12 Gauge muzzle loader Shotgun sawed off .45 muzzle loader Pistol Bootknife Machete Pepperspray Smokegrenades Pipebombs In the following days I will build more pipebombs, molotov cocktails and self made smoke grenades! Today I passed the point of no return. I shot my muzzle-loaders the first time and fuck � THAT SHIT WORKS! This sawed off Shotgun kicks ass man ... Also I got 10 more .22 bullets, which makes a total of 48 .22�s. 20.11.2006 will be my big ass ENDING! In 3 days it�s all over.",1
SM,"People will be lying dead on school grounds, the school will be burning and my brain will be blown out! I just went to GSS to see if everybody will be there when this shit starts. And YES! They will! I�m not fucking psycho! It�s not Airsoft or music that make me killing people, it�s you! Airsoft helped my to hit what I�m aiming! Music helped me when I was fuckin� down! All I want now is killing, hurting and scaring as much people as possible! Sometimes I write shit in english, because I want everybody to understand what the hell I�m talking about! This is the last evening I will ever see. I should be happy about all this, but somehow I�m not. It�s my family ... They are all good people, and I will hurt them tomorrow. It�s sad, to know I won�t see them again after tomorrow morning.",1
SM,"To those I love: I�m very sorry about all this. I never had a girlfriend, I never kissed a girl . . . but wait, there was this wannabe Gothic chick . . . don�t like these . . . but I was drunk, so fuck that. I�m not gay! I don�t think its a problem if anyone is lesbian or gay, but I�m not. I like Jill, from Resident Evil Apocalypse and 3 Nemesis! That�s why I call my sawed off .22 �Jill�. The 12 Gauge is the �BFG� and the .45 is �Mister P�sterich,� named after Homer Simpsons Gun. I like the Simpsons. I don�t like Comics at all, but I love the Simpsons and my own comics. Don�t believe shit people will tell after November 20th. For example that Henning Schu� mann dude . . . That guy is so stupid it�s not even funny. I thought I was a friend of him a long time ago, but he�s a fucking liar. He hadn�t got real friends because he is just beating everybody ... god what a fucking retarded ASSHOLE!",1
SM,"If anybody of my whole big family is a good human, please help my parents, my grandma, my sister and my brother. I love them! And I hate me for hurting them. They are nice and good people! I hope that other outcasts will be treated better after GSS! And I hope that some of �em will be like Reb, Vod and Me: A FUCKING HERO! It�s kinda weird . . . I�ve been planning/knowing this for a long time, and now it feels like DAAAMN That came quick! That�s it!",1
SM,"In general, I support the Christchurch shooter and his manifesto. This attack is a response to the Hispanic invasion of Texas. They are the instigators, not me. I am simply defending my country from cultural and ethnic replacement brought on by an invasion. Some people will think this statement is hypocritical because of the nearly complete ethnic and cultural destruction brought to the Native Americans by our European ancestors, but this just reinforces my point. The natives didn�t take the invasion of Europeans seriously, and now what�s left is just a shadow of what was. My motives for this attack are not at all personal. Actually the Hispanic community was not my target before I read The Great Replacement.",2
SM,"This manifesto will cover the political and economic reasons behind the attack, my gear, my expectations of what response this will generate and my personal motivations and thoughts. In short, America is rotting from the inside out, and peaceful means to stop this seem to be nearly impossible. The inconvenient truth is that our leaders, both Democrat AND Republican, have been failing us for decades. They are either complacent or involved in one of the biggest betrayals of the American public in our history. The takeover of the United States government by unchecked corporations. I could write a ten page essay on all the damage these corporations have caused, but here is what is important. Due to the death of the baby boomers, the increasingly anti-immigrant rhetoric of the right and the ever increasing Hispanic population, America will soon become a one party-state.",2
SM,"The Democrat party will own America and they know it. They have already begun the transition by pandering heavily to the Hispanic voting bloc in the 1st Democratic Debate. They intend to use open borders, free healthcare for illegals, citizenship and more to enact a political coup by importing and then legalizing millions of new voters. With policies like these, the Hispanic support for Democrats will likely become nearly unanimous in the future. The heavy Hispanic population in Texas will make us a Democrat stronghold. Losing Texas and a few other states with heavy Hispanic population to the Democrats is all it would take for them to win nearly every presidential election.",1
SM,"Although the Republican Party is also terrible. Many factions within the Republican Party are pro-corporation. Procorporation = pro-immigration. But some factions within the Republican Party don�t prioritize corporations over our future. So the Democrats are nearly unanimous with their support of immigration while the Republicans are divided over it. At least with Republicans, the process of mass immigration and citizenship can be greatly reduced. In short, immigration can only be detrimental to the future of America. Continued immigration will make one of the biggest issues of our time, automation, so much worse.",1
SM,"Some sources say that in under two decades, half of American jobs will be lost to it. Of course some people will be retrained, but most will not. So it makes no sense to keep on letting millions of illegal or legal immigrants flood into the United States, and to keep the tens of millions that are already here. Invaders who also have close to the highest birthrate of all ethnicities in America. In the near future, America will have to initiate a basic universal income to prevent widespread poverty and civil unrest as people lose their jobs. Joblessness in itself is a source of civil unrest. The less dependents on a government welfare system, the better.",2
SM,"The lower the unemployment rate, the better. Achieving ambitions social projects like universal healthcare and UBI would become far more likely to succeed if tens of millions of dependents are removed. Even though new migrants do the dirty work, their kids typically don�t. They want to live the American Dream which is why they get college degrees and fill higher-paying skilled positions. This is why corporations lobby for even more illegal immigration even after decades of it of happening. They need to keep replenishing the low-skilled labor pool. Even as migrant children flood skilled jobs, Corporations make this worse by lobbying for even more work visas to be issued for skilled foreign workers to come here. ",2
SM,"Recently, the senate under a REPUBLICAN administration has greatly increased the number of foreign workers that will take American jobs. Remember that both Democrats and Republicans support immigration and work visas. Corporations need to keep replenishing the labor pool for both skilled and unskilled jobs to keep wages down. So Automation is a good thing as it will eliminate the need for new migrants to fill unskilled jobs. Jobs that Americans can not survive on anyway. Automation can and would replace millions of low-skilled jobs if immigrants were deported. This source of competition for skilled labor from immigrants and visa holders around the world has made a very difficult situation even worse for natives as they compete in the skilled job market.",2
SM,"To compete, people have to get better credentials by spending more time in college. It used to be that a high school degree was worth something. Now a bachelor�s degree is what�s recommended to be competitive in the job market. The cost of college degrees has exploded as their value has plummeted. This has led to a generation of indebted, overqualified students filling menial, low paying and unfulfilling jobs. Of course these migrants and their children have contributed to the problem, but are not the sole cause of it. The American lifestyle affords our citizens an incredible quality of life. However, our lifestyle is destroying the environment of our country. The decimation of the environment is creating a massive burden for future generations.",2
SM,"Corporations are heading the destruction of our environment by shamelessly overharvesting resources. This has been a problem for decades. For example, this phenomenon is brilliantly portrayed in the decades old classic �The Lorax�. Water sheds around the country, especially in agricultural areas, are being depleted. Fresh water is being polluted from farming and oil drilling operations. Consumer culture is creating thousands of tons of unnecessary plastic waste and electronic waste, and recycling to help slow this down is almost non-existent. Urban sprawl creates inefficient cities which unnecessarily destroys millions of acres of land. We even use god knows how many trees worth of paper towels just wipe water off our hands.",2
SM,"Everything I have seen and heard in my short life has led me to believe that the average American isn�t willing to change their lifestyle, even if the changes only cause a slight inconvenience. The government is unwilling to tackle these issues beyond empty promises since they are owned by corporations. Corporations that also like immigration because more people means a bigger market for their products. I just want to say that I love the people of this country, but god damn most of y�all are just too stubborn to change your lifestyle.",2
SM,"So the next logical step is to decrease the number of people in America using resources. If we can get rid of enough people, then our way of life can become more sustainable. Main gun: AK47 � I realized pretty quickly that this isn�t a great choice since it�s the civilian version of the ak47. It�s not designed to shoot rounds quickly, so it overheats massively after about 100 shots fired in quick succession. I�ll have to use a heat-resistant glove to get around this. 8m3 bullet: This bullet, unlike pretty much any other 7.62_39 bullet, actually fragments like a pistol hollow point when shot out of an ak47 at the cost of penetration. ",2
SM,"Penetration is still reasonable, but not nearly as high as a normal ak47 bullet. The ak47 is definitely a bad choice without this bullet design, and may still be with it. Other gun Ar15 Pretty much any variation of this gun doesn�t heat up nearly as fast as the AK47.The round of this gun isn�t designed to fragment, but instead tumbles inside a target causing lethal wounding. This gun is probably better, but I wanted to explore different options. The ar15 is probably the best gun for military applications but this isn�t a military application. This will be a test of which is more lethal, either it�s fragmentation or tumbling. I didn�t spend much time at all preparing for this attack. Maybe a month, probably less.",2
SM,"I have do this before I lose my nerve. I figured that an under-prepared attack and a meh manifesto is better than no attack and no manifesto. Statistically, millions of migrants have returned to their home countries to reunite with the family they lost contact with when they moved to America. They come here as economic immigrants, not for asylum reasons. This is an encouraging sign that the Hispanic population is willing to return to their home countries if given the right incentive. An incentive that myself and many other patriotic Americans will provide. This will remove the threat of the Hispanic voting bloc which will make up for the loss of millions of baby boomers. This will also make the elites that run corporations realize that it�s not in their interest to continue piss off Americans.",1
SM,"Corporate America doesn�t need to be destroyed, but just shown that they are on the wrong side of history. That if they don�t bend, they will break. My whole life I have been preparing for a future that currently doesn�t exist. The job of my dreams will likely be automated. Hispanics will take control of the local and state government of my beloved Texas, changing policy to better suit their needs. They will turn Texas into an instrument of a political coup which will hasten the destruction of our country. The environment is getting worse by the year. If you take nothing else from this document, remember this: INACTION IS A CHOICE.",1
SM,"I can no longer bear the shame of inaction knowing that our founding fathers have endowed me with the rights needed to save our country from the brink destruction. Our European comrades don�t have the gun rights needed to repel the millions of invaders that plaque their country. They have no choice but to sit by and watch their countries burn. America can only be destroyed from the inside-out. If our country falls, it will be the fault of traitors. This is why I see my actions as faultless. Because this isn�t an act of imperialism but an act of preservation.",1
SM,"America is full of hypocrites who will blast my actions as the sole result of racism and hatred of other countries, despite the extensive evidence of all the problems these invaders cause and will cause. People who are hypocrites because they support imperialistic wars that have caused the loss of tens of thousands of American lives and untold numbers of civilian lives. The argument that mass murder is okay when it is state sanctioned is absurd. Our government has killed a whole lot more people for a whole lot less.",1
SM,"Even if other non-immigrant targets would have a greater impact, I can�t bring myself to kill my fellow Americans. Even the Americans that seem hell-bent on destroying our country. Even if they are shameless race mixers, massive polluters, haters of our collective values, etc. One day they will see error of their ways. Either when American patriots fail to reform our country and it collapses or when we save it. But they will see the error of their ways. I promise y�all that.",1
SM,I am against race mixing because it destroys genetic diversity and creates identity problems. Also because it�s completely unnecessary and selfish. 2nd and 3rd generation Hispanics form interracial unions at much higher rates than average. Yet another reason to send them back. Cultural and racial diversity is largely temporary. Cultural diversity diminishes as stronger and/or more appealing cultures overtake weaker and/or undesirable ones. Racial diversity will disappear as either race mixing or genocide will take place. But the idea of deporting or murdering all non-white Americans is horrific.,1
SM,"Many have been here at least as long as the whites, and have done as much to build our country. The best solution to this for now would be to divide America into a confederacy of territories with at least 1 territory for each race. This physical separation would nearly eliminate race mixing and improve social unity by granting each race self-determination within their respective territory. My death is likely inevitable. If I�m not killed by the police, then I�ll probably be gunned down by one of the invaders. Capture in this case if far worse than dying during the shooting because I�ll get the death penalty anyway.",1
SM,"Worse still is that I would live knowing that my family despises me. This is why I�m not going to surrender even if I run out of ammo. If I�m captured, it will be because I was subdued somehow. Remember: it is not cowardly to pick low hanging fruit. AKA Don�t attack heavily guarded areas to fulfill your super soldier COD fantasy. Attack low security targets. Even though you might out gun a security guard or police man, they likely beat you in armor, training and numbers. Do not throw away your life on an unnecessarily dangerous target. If a target seems too hot, live to fight another day. My ideology has not changed for several years.",1
SM,"My opinions on automation, immigration, and the rest predate Trump and his campaign for president. I putting this here because some people will blame the President or certain presidential candidates for the attack. This is not the case. I know that the media will probably call me a white supremacist anyway and blame Trump�s rhetoric. The media is infamous for fake news. Their reaction to this attack will likely just confirm that. Many people think that the fight for America is already lost. They couldn�t be more wrong. This is just the beginning of the fight for America and Europe. I am honored to head the fight to reclaim my country from destruction.",1
SM,"Oh the happiness I could have had mingling among you hedonists, being counted as one of you, only if you didn�t fuck the living shit out of me. You could have been great. I could have been great. Ask yourself what you did to me to have made me clean the slate. Only if you could be the victim of your reprehensible and wicked crimes, you Christian Nazis, you would have brute-restrained your animal urges to fuck me. You could be at home right now eating your fucking caviar and your fucking cognac, had you not ravenously raped my soul.",0
SM,"For every action, there is an equal and opposite reaction. Can you feel the pain that you fucked us in, you Descendants of Satan? Well, can you feel it? All the shit you�ve given me, right back at you with hollow points. [photograph of hollow point bullets] Don�t you just wish you finished me off when you had the chance? Don�t you just wish you killed me? You had a hundred billion chances and ways to have avoided today, but you decided to spill my blood. You forced me into a corner and gave me only one option. The decision was yours. Now you have blood on your hands that will never wash off, you Apostles of Sin.",0
SM,"Congratulations. You have succeeded in extinguishing my life. Vandalizing my heart wasn�t enough for you. Raping my soul wasn�t enough for you. Committing emotional sodomy on me wasn�t enough for you. Every single second wasted on your wanton hedonism and menacing sadism could have been used to prevent today. Ask yourselves, What was I doing all this time? All these months, hours, seconds. Only if you could have been the victim of your crimes. Only if you could have been the victim .. . To you sadistic snobs, I may be nothing but a piece of dog shit.",2
SM,"You have vandalized my heart, raped my soul, and torched my conscious again and again. You thought it was one pathetic, void life that you were extinguishing. Thanks to you, I die, like Jesus Christ, to inspire generations of the Weak and Defenseless people my Brothers, Sisters, and Children that you fuck. Like Moses, I spread the sea and lead my people the Weak, the Defenseless, and the Innocent Children of all ages that you fucked and will always try to fuck to eternal freedom. Thanks to you Sinners, you Spillers of Blood, I set the example of the century for my Children to follow.",1
SM,"You may stand steadfast on the battlefield of your life�s dedication to eternal terrorism American Al-Qaeda, but the Children that you have fucked will rise. By the power greater than God we will hunt you down, you Lovers of Terrorism, and we will kill you. Do they wanna fuck us and pretend to be devout Christians? Do they wanna smear dog shit on our face then give us a dirty towel to wipe away? Do they wanna rape us then give us stained toilet paper to clean up? Do they wanna cut our throat then give us a used band aid to patch up?",2
SM,"Do they wanna perpetrate endless sessions of crucifixions and holocausts on our innocent life then go to church and praise the Lord and Jesus? Do they wanna fuck us and pretend to be Jesus Christ? I say we�re the Jesus Christs, my Brothers, Sisters, and Children. Jesus Christ exists in us all: Ax Jesus Christ, John Jesus Christ, Jane Jesus Christ, Seung Jesus Christ, Carlos Jesus Christ, Hakeem Jesus Christ, Mohammad Jesus Christ, Zhang Jesus Christ, Oliver Jesus Christ, Elizabeth Jesus Christ, Vladimir Jesus Christ. Jesus Christ.",1
SM,"I say there is no pain they can inflict on us that they haven�t already inflicted. I say they can�t fuck us any more than they have already done. I say there are no lies they can say about us that they haven�t already said. I say fuck you, you Descendants of Satan Disguised as Devout Christians. I say we take up the cross, take up our guns and knives and hammers, and take no prisoners and spare no lives until our last breath and last ounce of energy. Seer of Veracity. Seal of the Anti-Terrorist. Number of the Anti-Terrorist. You wanna rape us John Mark Karrs? You wanna rape us Debra LaFaves? Fuck you. By destroying we create. We create the feelings in you of what it is like to be the victim, what it is like to be fucked and destroyed.",2
SM,"Because of your annihilations, we create and raise new breeds of Children who will show you fuckers what you have done to us. Like Easter, it will be a day of rebirth. It will be a start of a revolution of the Children that you fucked. You have never felt a single ounce of pain your whole life, thus, by destroying you, by giving you pain, we attempt to show you responsibilities and meanings of other people�s lives. It�s grand for you to fuck us 24/7 for fun, but we can�t have a single minute of harmless playtime, only suffer. It�s dandy for you to rape us, but we�re not allowed to even speak, only be raped?",1
SM,"Fuck you. You love to pretend to, but you Hedonists, Charlatans, Sadists, Rapists, Terrorists will never know the feelings of giving up your lives for a cause. You have never felt a single ounce of pain in your hedonistic lives. You will never give up a single can of your Bud Light, a shot of your cognac, or a half-drop of your own precious blood for another human being, only fuck the shit out of him and lie afterwards. You fucked us, now we fuck you, now we kill you. There can be no lighter penalty for Masqueraded Democratic Terrorists who commit unforgivable acts of treason against mankind. There is no where in the world you can run, you Lovers of Terrorism. There is nowhere in the world you can hide, you Lovers of Sadism.",0
SM,"You will never know when and where the Weak and Defenseless that you fucked will strike � day, night, at school, in the public, in your home, during your most comfortable hour and protected place. You will never know how we will kill you � slash your throat, bullet in your back, torture you with knives, hammers, bolt cutters, scissors. You will always live in fear. You will never be able to go to school or work or rest or sleep. Your heart will always pound nonstop. Your sin-ridden soul will slowly eat up your conscious for the heinous crimes you have committed.",1
SM,"So if you don not want to die a painful death, do yourself a favor, do yourself a coup de grace, and kill yourself clean or you will endure pains you can never feel but with our hands. Kill yourself or we will hound you down and rip you, all your friends, and all your family into small pieces. We have no sympathy in killing humans who have no respect for other peoples lives.",1
SM,"Now that the slate has been cleaned and you have the world�s attention, the question is what are you going to do? Are you going to admit the truth or are you going to stand resolute on your mission to eternally fuck the Weak and the Defenseless and lie about it? Are you still going to use your power and manipulate the truth to end up with some sort of profit as you have always done? Are you going to skip over all the crimes you�ve committed and act as victims to the world so you can suck in millions of donation money to turn the situation into a profit? Your two million dollar house wasn�t enough? Your BMW wasn�t enough? Your inheritances weren�t enough? You have to fuck and steal from the Poor and the Weak who have nothing in order to gratify your fucking pride and hedonism? What are you going to do with the blood money? Buy a new Mercedes?",0
SM,"You want to brainwash your bratty, snobby kids that its right to steal from the poor, the Weak, and the Defenseless to always stay in power? The fat surpluses that you roll on everyday aren�t enough? Fuck you. Your answer rings loud and clear. I saw we take up the cross, Children of Ishmael, take up our guns and knives and any sharp objects, and take no prisoners and spare no lives until our last breath and last ounce of energy. The blood of the Innocents should never be shed, but the wicked we shall spread our wings and strike. We do not want the Weak, the Defenseless, or the Innocent, but the sadistic, the corrupt, and the wicked who prey and rape from the Weak, the Defenseless, and the Innocent.",2
SM,"We will seek and demolish them until our last breath. You Lifetakers may have succeeded in raping our souls and shattering our dreams � but mark our words � the vendetta you have witnessed today will reverberate throughout every home and every soul in America and will inspire the Innocent kids that you have fucked to start a war of vendetta. We will raise hell on earth that the world has never witnessed. Millions of deaths and millions of gallons of blood on the streets will not quench the avenging phoenix that you have caused us to unleash. Generation after generation, we martyrs, like Eric and Dylan, will sacrifice our lives to fuck you thousand folds for what you Apostles of Sin have done to us.",1
SM,"Pain of every atom between air and water, sky and ground, heaven and hell, life and death wouldn�t begin to explain the experience that we went through under your wrath. What did you expect me to do, you violators of human rights? As the time approached, I wished for a last minute miracle and discard this mission you�ve given me. Heaven knows I wouldn�t hurt a single leaf of a flower. But when the time came, I did it. I had to. What other choices did you give me? All this time.. . You never know that a human being is capable of doing until you fuck him to the edge. When you�re raped of everything, you got nothing to lose. If you have a single milligram of conscience, a grain of integrity, a speck of heart, you will kill yourself for all the lives you have brutally extinguished. Can you now see all that used to be, all that could have been, and all that is to come, you Sadistic Charlatans.",1
SM,"All of you who have ever been fucked by these Descendants of Satan Disguised as Devout Christians, all of you who have went through what I went through, all of you who have felt what I have felt in my life, all of you who have suffered the wrath of these Democratic Terrorists, all of you who have been beaten, humiliated, and crucified � Children of Ishmael, Crusaders of Anti-Terrorism, my Jesus Christ Brothers and Sisters � you�re in my heart. In life and death and spirit. We�ll soon be together.",1
SM,"Let the revolution begin! Die you Descendants of Satan! Fuck you, and die now! I am Ax Ishmael. I am the Anti-Terrorist of America. Are you happy now that you have destroyed my life? Now that you have stolen everything you could from me? Now that you have gone on a 9/11 on my life like fucking Osama. Now that you have fucked your own people like fucking Kim Jong-Il. Now that you have gone on a hummer safari on my life like fucking Bush? Are you happy now?",0
